Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield,,,,,
HARRMALAYA,Harrisons Malyalam Ltd.,,12.44,12.44,14.73,74.78,74.78,0,255.51,20.79,18.5,12.44,12.44,,8.13,7.23,4.86,4.86,16.63,14.74,5.46,0.62,1.14,,0.49,0.31,3.37,0,0,0,0,,325.51,0.69,8.49,0.52,0,1.77,0.52,0.09,,,,,
HATSUN,Hatsun Agro Products Ltd.,,10.05,10.05,24.52,51.43,51.43,6,295.47,33.91,19.5,14.55,10.11,,11.47,6.59,4.92,3.42,19.65,19.81,6.15,1.54,1.91,,0.56,0.13,7.38,59.35,24.46,40.65,75.54,,"24,774.67",3.89,33.89,3.63,40.64,20.84,3.63,0.01,,,,,
HAVELLS,Havells India Ltd.,,19.08,19.08,23.24,95.62,95.62,7.5,221.76,30.62,26.46,25.61,19.08,,13.81,11.93,11.54,8.6,19.94,24.1,11.37,0.07,1.44,,1.82,1,2.78,15.72,12.9,84.28,87.1,,"70,131.58",5.05,36.56,5.2,84.27,12.07,5.2,0.02,,,,,
HBLPOWER,HBL Power Systems Ltd.,,3.19,3.19,4.48,31.46,31.46,0.4,44.07,5.39,4.14,4.26,3.23,,12.22,9.39,9.67,7.31,10.25,12.44,7.88,0.06,1.12,,3.55,2.13,2.58,10.85,7.81,89.15,92.19,,"1,702.97",1.39,11.4,1.44,89.14,2.01,1.44,0.05,,,,,
HBSL,HB Stockholdings Ltd.,,21.35,21.35,20.04,90.93,90.93,1,23.06,20.77,20.56,20.55,19.84,,90.05,89.18,89.11,86.05,21.82,22.07,21.23,0,0.27,,321.16,321.16,0,0,0,0,0,,33.08,1.87,2.07,2.1,0,0.53,2.1,0.41,,,,,
HCC,Hindustan Construction Company Ltd.,,-1.01,-1.01,-0.39,3.1,3.1,0,30.84,5.74,5.13,-1.15,-1.01,,18.62,16.61,-3.71,-3.28,-32.69,26.06,-1.35,2.87,0.42,,1,0.98,0,0,0,0,0,,"3,177.73",0.68,3.66,0.51,0,5.07,0.51,-0.06,,,,,
HCLTECH,HCL Technologies Ltd.,,40.1,40.09,49.68,156.87,156.87,42,149.68,58.9,49.27,48.87,40.05,,39.35,32.91,32.64,26.75,25.53,30.14,20.35,0.01,0.75,,2.97,2.97,0,104.75,84.44,-4.75,15.56,,"311,226.53",7.66,19.46,7.77,-4.75,7.42,7.77,0.03,,,,,
HDFCAMC,HDFC Asset Management Company  Ltd.,,65.36,65.31,67.84,259.29,259.29,42,99.18,89.92,87.39,86.99,65.32,,90.65,88.11,87.7,65.85,25.19,32.92,23.69,0,0.39,,25.97,25.97,0,52,50.06,48,49.94,,"45,765.02",21.63,23.86,21.64,47.99,8.28,21.64,0.03,,,,,
HDFCBANK,HDFC Bank Ltd.,,66.8,66.35,69.54,432.95,432.95,15.5,230.37,66.65,,"9,023,451.15","2,610,652.37","206,813,042.29",,"201,439,796.75","58,280,282.56","4,616,900,617.16",,3.22,48.16,28.93,5.83,1.78,15.39,3.48,41.05,6.17,1.42,0.36,1.81,2.69,,"2,429,205.81",19.01,3.4,6.38,100,0.05,,,,,,
HDFCLIFE,HDFC Life Insurance Company Ltd.,,5.91,5.9,5.96,73.29,73.29,1.7,309.58,6.58,6.33,6.22,5.72,,2.12,2.04,2.01,1.84,7.8,0.65,0.57,0.04,0.34,,0.84,0.84,0,33.82,32.41,66.18,67.59,,"113,225.17",1.73,81.43,1.74,66.17,7.34,1.74,0.01,,,,,
HEG,HEG Ltd.,,101.2,101.2,121.74,978.53,978.53,40,570.43,157.21,136.67,134.73,101.2,,27.56,23.95,23.61,17.74,10.34,13.58,7.55,0.18,0.47,,2.34,1.58,1.21,2.96,2.46,97.04,97.54,,"5,365.01",2.44,8.84,2.41,97.03,1.4,2.41,0.07,,,,,
HERCULES,Hercules Hoists Ltd.,,4.67,4.67,5.44,193.44,193.44,2.6,33.89,7.14,6.37,5.76,4.67,,21.08,18.8,17.01,13.77,2.41,3.12,2.19,0,0.18,,5,4.06,2.59,48.19,41.34,51.81,58.66,,429.72,3.96,18.8,4.1,51.8,0.72,4.1,0.03,,,,,
HERITGFOOD,Heritage Foods Ltd.,,21.88,21.88,32.65,142.35,142.35,5,569.62,42.58,31.81,29.15,21.88,,7.47,5.58,5.11,3.84,15.37,20.6,11.39,0.01,3.02,,1.6,0.47,10.43,34.27,22.96,65.73,77.04,,"1,452.58",0.55,7.35,0.56,65.72,2.25,0.56,0.07,,,,,
HEROMOTOCO,Hero Motocorp Ltd.,,123.78,123.78,156.29,789.94,789.94,95,"1,463.74",196.48,163.96,162.67,123.77,,13.42,11.2,11.11,8.45,15.66,19.68,11.38,0,1.33,,1.99,1.77,15.98,76.75,60.78,23.25,39.22,,"45,714.94",1.56,11.65,1.57,23.24,2.91,1.57,0.05,,,,,
HEUBACHIND,Heubach Colorants India Ltd.,,18.77,18.77,27.58,179.3,179.3,15,363.71,30.46,21.65,21.44,18.77,,8.37,5.95,5.89,5.16,10.46,11.69,6.81,0,1.31,,1.95,1.23,3.37,79.92,54.38,20.08,45.62,,"1,040.37",1.24,14.8,1.25,20.07,2.54,1.25,0.04,,,,,
HGINFRA,HG Infra Engineering Ltd.,,51.98,51.98,65.03,209.35,209.35,1,554.72,90.92,77.87,69.76,51.98,,16.39,14.03,12.57,9.37,24.82,33.09,14.23,0.23,1.59,,1.79,1.58,10.19,1.53,1.23,98.47,98.77,,"3,783.57",1.05,6.39,1,98.46,2.66,1,0.09,,,,,
HIKAL,Hikal Ltd.,,13.02,13.02,20.78,86.62,86.62,1.6,157.56,28.02,20.26,17.73,13.02,,17.78,12.85,11.25,8.26,15.02,17.29,7.25,0.63,0.94,,1.25,0.83,3.47,16.89,10.58,83.11,89.42,,"5,587.56",2.88,16.17,2.55,83.1,4.65,2.55,0.03,,,,,
HIL,HIL Ltd.,,247.73,247.73,317.78,"1,366.15","1,366.15",65,"2,616.97",406.62,335.26,329.28,246.42,,15.53,12.81,12.58,9.41,18.03,23.1,12.11,0.06,1.34,,1.18,0.4,3.86,18.16,14.08,81.84,85.92,,"3,042.98",1.54,9.92,1.52,81.83,2.91,1.52,0.06,,,,,
HIMATSEIDE,Himatsingka Seide Ltd.,,15.67,15.67,27.24,173.68,173.68,0.5,290.38,49.21,37.65,22.73,15.67,,16.94,12.96,7.82,5.39,9.02,10.25,2.78,1.54,0.54,,1.05,0.84,4.43,3.18,1.83,96.82,98.17,,"3,961.99",1.39,8.18,0.52,96.81,0.87,0.52,0.1,,,,,
HINDCOMPOS,Hindustan Composites Ltd.,,14.63,14.63,20.42,622.48,622.48,2,157.52,22.59,16.79,16.73,14.63,,14.33,10.65,10.62,9.28,2.34,2.59,2.15,0,0.24,,2.4,2.11,8.35,13.67,9.79,86.33,90.21,,388.94,1.67,11.66,1.68,86.32,0.43,1.68,0.06,,,,,
HINDCOPPER,Hindustan Copper Ltd.,,3.87,3.87,5.42,19.76,19.76,1.16,18.84,5.8,4.25,3.95,3.87,,30.78,22.55,20.97,20.51,19.55,18.82,12.46,0.21,0.62,,1.13,0.99,0.94,9.05,6.46,90.95,93.54,,"11,032.90",6.06,19.67,6.03,90.94,5.75,6.03,0.03,,,,,
HINDMOTORS,Hindustan Motors Ltd.,,0.89,0.89,0.92,-0.78,-0.44,0,0,0.38,0.35,0.97,0.89,,0,0,0,0,-114.86,-120.61,61.58,0,0,,0.34,0.34,0,0,0,0,0,,247.46,0,31.16,0,0,-15.54,0,0.07,,,,,
HINDPETRO,Hindustan Petroleum Corporation Ltd.,,44.94,44.94,72.95,272.58,272.58,14,"2,464.40",92.64,64.67,57.82,44.98,,3.75,2.62,2.34,1.82,16.5,11.55,4.25,1.12,2.49,,0.7,0.2,2.17,50.56,31.17,49.44,68.83,,"81,281.10",0.23,6.18,0.11,49.43,0.99,0.11,0.17,,,,,
HINDUNILVR,Hindustan Unilever Ltd.,,37.53,37.53,41.89,207.49,207.49,34,217.84,54.88,50.51,49.95,37.52,,25.19,23.18,22.93,17.22,18.08,20.19,12.64,0,0.74,,1.34,0.98,4.36,85.26,76.38,14.74,23.62,,"477,861.75",9.33,37.06,9.41,14.73,9.87,9.41,0.02,,,,,
HINDZINC,Hindustan Zinc Ltd.,,22.79,22.79,29.7,81.14,81.14,18,69.68,41.28,34.38,33.38,22.79,,59.24,49.33,47.89,32.71,28.09,37.65,21.55,0.08,0.65,,3.94,3.62,0,78.98,60.62,21.02,39.38,,"127,908.25",4.34,7.33,4.44,21.01,3.82,4.44,0.07,,,,,
HIRECT,Hind Rectifiers Ltd.,,4.71,4.68,7.42,64.87,64.87,0.4,224.65,13.6,10.89,6.74,4.71,,6.05,4.84,2.99,2.09,7.25,13.47,3.16,0.69,1.53,,1.47,0.78,3.98,8.49,5.39,91.51,94.61,,380.72,1.02,16.89,0.83,91.5,2.86,0.83,0.03,,,,,
HISARMETAL,Hisar Metal Ltd.,,22.33,22.33,26.27,81.18,81.18,1,438.13,43.17,39.23,30.04,22.33,,9.85,8.95,6.85,5.09,27.5,32,8.82,1.47,1.73,,1.64,0.81,2.97,4.47,3.8,95.53,96.2,,126.69,0.54,5.44,0.28,95.52,1.51,0.28,0.18,,,,,
HITECHCORP,Hitech Corporation Ltd.,,21.77,21.77,39.25,126.31,126.31,1,342.61,50.42,32.94,29.34,21.77,,14.71,9.61,8.56,6.35,17.23,21.46,10.56,0.46,1.63,,1.03,0.55,9.05,4.59,2.54,95.41,97.46,,488.73,0.83,5.64,0.66,95.4,1.8,0.66,0.1,,,,,
HITECHGEAR,The Hi-Tech Gears Ltd.,,20.52,20.52,36.7,186.1,186.1,1.5,343.46,54.32,38.14,28.59,20.52,,15.81,11.1,8.32,5.97,11.02,15.12,5.42,0.52,0.95,,1.2,0.86,4.86,0,0,0,0,,535.03,0.83,5.25,0.63,0,1.16,0.63,0.1,,,,,
HLVLTD,HLV Ltd.,,-0.66,-0.66,-0.45,6.25,6.25,0,1.11,-0.26,-0.46,-0.64,-0.64,,-23.87,-41.36,-58.23,-58.23,-10.31,-6.48,-7.59,0.1,0.13,,2.26,2.19,0,0,0,0,0,,621.92,8.52,-35.68,8.3,0,1.47,8.3,-0.07,,,,,
HMVL,Hindustan Media Ventures Ltd.,,5.91,5.91,9.79,217.28,217.28,0,90.84,12.12,8.24,6.49,5.91,,13.33,9.07,7.14,6.5,2.72,3.75,1.98,0.07,0.31,,1.93,1.8,3.72,0,0,0,0,,530.48,0.79,5.94,0.67,0,0.28,0.67,0.1,,,,,
HONAUT,Honeywell Automation Ltd.,,383.57,383.57,442.98,"3,209.02","3,209.02",90,"3,335.20",583.22,523.88,517.67,383.63,,17.48,15.7,15.52,11.5,11.95,15.96,8.45,0,0.74,,3.23,3.14,12.86,22.15,19.19,77.85,80.81,,"33,006.15",11.19,64.02,11.88,77.84,12.34,11.88,0.01,,,,,
HOVS,HOV Services Ltd.,,-50.78,-50.78,-50.27,16.26,16.26,0,7.99,2.96,2.46,-50.07,-50.76,,37.02,30.82,-627.02,-635.65,-312.15,13.83,-254.66,0.03,0.18,,3.15,3.15,0,0,0,0,0,,52.88,5.26,14.2,5.47,0,2.69,5.47,-1.16,,,,,
HPL,HPL Electric & Power Ltd.,,1.11,1.11,7.96,118.32,118.32,0.15,156.19,18.51,11.66,1.69,1.11,,11.85,7.46,1.08,0.7,0.93,9.19,0.45,0.69,0.65,,1.42,0.78,1.43,13.54,1.88,86.46,98.12,,865.89,0.86,7.28,0.41,86.45,0.54,0.41,0.02,,,,,
HSCL,Himadri Speciality Chemical Ltd.,,1.55,1.55,2.67,43.05,43.05,0.2,66.62,3.85,2.73,1.9,1.55,,5.77,4.1,2.84,2.33,3.6,5.79,1.92,0.32,0.92,,1.18,0.63,4.32,9.65,5.62,90.35,94.38,,"3,430.46",1.23,21.29,1.12,90.34,1.73,1.12,0.02,,,,,
HTMEDIA,HT Media Ltd.,,-0.87,-0.87,3.02,48.69,48.69,0,32.49,6.05,2.16,-1.23,-0.87,,18.62,6.64,-3.78,-2.67,-1.78,3.71,-0.84,0.62,0.31,,0.62,0.55,1.9,0,0,0,0,,"1,412.23",1.88,10.09,1.02,0,0.68,1.02,-0.03,,,,,
HUBTOWN,Hubtown Ltd.,,-16.62,-16.62,-16.18,192.67,192.67,0,25.14,-8.11,-8.54,-16.04,-16.62,,-32.25,-33.98,-63.82,-66.12,-8.62,-4.28,-3.26,0.32,0.05,,1.01,0.46,0,0,0,0,0,,766.91,4.19,-13.01,1.85,0,0.24,1.85,-0.36,,,,,
HUDCO,Housing & Urban Development Corporation Ltd.,,8.57,8.57,8.61,72.27,72.27,3.5,34.74,34.4,34.36,11.72,8.57,,99.02,98.91,33.73,24.68,11.86,9.79,2.17,4.25,0.09,,9.01,9.01,0,8.74,8.7,91.26,91.3,,"67,405.32",9.69,9.79,0.94,91.25,0.45,0.94,0.26,,,,,
IBULHSGFIN,Indiabulls Housing Finance Ltd.,,15.02,14.98,16.44,334.06,334.06,9,165.73,147.16,145.57,20.4,14.86,,88.79,87.83,12.3,8.96,4.44,15.42,0.91,3.64,0.1,,2.31,2.31,0,0,0,0,0,,"55,040.31",7.09,7.98,0.95,0,0.47,0.95,0.09,,,,,
ICICIBANK,ICICI Bank Ltd.,,33.66,32.98,35.27,240.75,245.35,5,124.28,33.58,,"8,160,551.87","2,205,083.96","181,738,412.40",,"159,421,456.63","43,077,686.78","3,550,372,927.65",,2.92,48.69,27.02,5.58,1.65,13.94,3.36,40.65,6.12,1.31,0.34,1.89,2.75,,"1,619,193.56",18.75,3.03,5.88,94.06,0.05,,,,,,
ICICIGI,ICICI Lombard General Insurance Company Ltd.,,25.91,25.82,28.77,192.89,192.89,9,290.63,37.92,35.04,34.3,25.89,,13.04,12.05,11.8,8.9,13.42,17.68,2.49,0.03,0.32,,0.27,0.27,0,29.74,26.76,70.26,73.24,,"65,177.28",4.57,35.02,4.57,70.25,6.89,4.57,0.02,,,,,
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,,5.25,5.23,5.71,63.53,63.75,0.55,433.46,7.9,7.44,6.87,5.25,,1.82,1.71,1.58,1.21,8.25,0.44,0.3,0.13,0.27,,0.93,0.93,0,38.09,34.99,61.91,65.01,,"72,359.43",1.16,63.7,1.15,61.9,7.87,1.15,0.01,,,,,
ICIL,Indo Count Industries Ltd.,,17.13,17.13,19.11,79.42,79.42,2,142.15,27.15,25.17,23.03,17.13,,19.09,17.7,16.2,12.04,21.56,28.49,10.97,0.76,1.05,,1.53,0.84,1.55,8.75,7.84,91.25,92.16,,"3,988.75",1.42,7.44,1.12,91.24,2,1.12,0.11,,,,,
IDEA,Vodafone Idea Ltd.,,-9.82,-9.82,-1.67,-19.13,-19.13,0,11.9,4.84,-2.28,-8.79,-8.79,,40.63,-19.16,-73.87,-73.87,0,-5.5,-14.56,-3.11,0.19,,0.35,0.35,0,0,0,0,0,,"218,786.70",5.72,14.09,0.81,0,-0.51,0.81,-0.91,,,,,
IDFCFIRSTB,IDFC First Bank  Ltd.,,0.23,0.23,0.83,33.78,33.78,0,27.62,0.23,,"6,176,335.71","52,327.04","80,381,299.17",,"267,904,583.46","2,269,736.35","3,486,617,226.21",,1.82,48.44,0.84,-17.91,0.07,0.69,5.1,62.67,9.02,1.69,-1.61,5.07,3.92,,"177,477.26",10.33,1.17,1.44,100,0.01,,,,,,
IEX,Indian Energy Exchange Ltd.,,3.38,3.38,3.55,7.82,7.82,2,4.74,4.65,4.47,4.45,3.37,,98.2,94.36,93.9,71.08,43.09,54.19,17.84,0,0.32,,1.54,1.54,0,44.56,42.27,55.44,57.73,,"19,918.21",46.81,47.66,47.35,55.43,28.71,47.35,0.02,,,,,
IFBAGRO,IFB Agro Industries Ltd.,,56.94,56.94,75.03,536.58,536.58,0,"1,078.00",98.78,80.68,72.6,56.93,,9.16,7.48,6.73,5.28,10.6,14.19,9.04,0.04,1.8,,6.49,5.34,8.1,0,0,0,0,,503.09,0.5,5.44,0.64,0,1.28,0.64,0.08,,,,,
IFBIND,IFB Industries Ltd.,,-12.64,-12.64,15.08,154.36,154.36,0,808.87,16.52,-10.96,-18.59,-12.41,,2.04,-1.35,-2.29,-1.53,-8.03,-4.82,-2.56,0.37,1.73,,1.17,0.63,3.33,0,0,0,0,,"4,442.31",1.33,65.15,1.29,0,6.74,1.29,-0.01,,,,,
IFGLEXPOR,IFGL Refractories Ltd.,,17.54,17.54,28.96,162.69,162.69,7,218.46,36.44,25.03,24.2,17.54,,16.68,11.45,11.07,8.02,10.78,14.3,7.58,0.13,0.99,,2.45,1.61,2.69,57,34.53,43,65.47,,993.71,1.26,7.57,1.18,42.99,1.58,1.18,0.07,,,,,
IGARASHI,Igarashi Motors Ltd.,,0.38,0.38,14.51,139.25,139.25,0,176.78,16.95,2.82,0.74,0.38,,9.58,1.59,0.41,0.21,0.27,1.78,0.17,0.18,0.81,,1.51,1.06,3.96,0,0,0,0,,"1,203.58",2.16,22.57,2.03,0,2.58,2.03,0,,,,,
IGL,Indraprastha Gas Ltd.,,18.79,18.79,23.31,99.09,99.09,5.5,110.14,29.95,25.42,25.23,18.79,,27.18,23.07,22.9,17.05,18.95,24.26,12.58,0,0.81,,1.21,1.19,0,19.16,15.44,80.84,84.56,,"24,730.86",3.21,11.8,3.38,80.83,3.76,3.38,0.05,,,,,
IGPL,IG Petrochemicals Ltd.,,86.6,86.6,101,344.53,344.53,10,611.33,134.99,120.59,116.41,86.6,,22.08,19.72,19.04,14.16,25.13,29.52,16.52,0.11,1.3,,1.94,1.51,8.34,8.65,7.42,91.35,92.58,,"2,171.21",1.15,5.22,1.15,91.34,2.03,1.15,0.12,,,,,
IITL,Industrial Investment Trust Ltd.,,-44.17,-44.17,-43.76,138.56,138.56,0,4.17,2.45,2.04,-44.18,-44.17,,58.84,48.91,"-1,059.09","-1,059.08",-31.88,1.44,-30.92,0,0.03,,79.88,79.88,0,0,0,0,0,,-68.43,-7.28,-12.36,19.02,0,0.57,19.02,-0.56,,,,,
IMPAL,India Motor Parts and Accessories Ltd.,,45.52,45.52,46.15,979.58,979.58,13,503.04,57.83,57.2,57.14,45.52,,11.49,11.37,11.35,9.04,4.64,5.59,4.19,0,0.42,,3.87,2.99,0,21.96,21.67,78.04,78.33,,931.37,1.48,12.91,1.5,78.03,0.77,1.5,0.06,,,,,
IMPEXFERRO,Impex Ferro Tech Ltd.,,-1.91,-1.91,-1.16,-27.82,-27.82,0,33.94,1.43,0.68,-1.91,-1.91,,4.21,2.01,-5.61,-5.61,0,20.15,-6.66,-1.19,1.16,,0.37,0.12,2.5,0,0,0,0,,308.94,1.04,24.54,0.08,0,-0.09,0.08,-0.74,,,,,
INCREDIBLE,Incredible Industries Ltd.,,0.77,0.77,1.96,26.03,26.03,0,114.55,3.68,2.48,1.27,0.76,,3.2,2.16,1.1,0.66,2.92,7.59,1.76,0.33,2.71,,3.13,2.13,11.81,0,0,0,0,,135.7,0.25,7.9,0.18,0,0.81,0.18,0.04,,,,,
INDBANK,Indbank Merchant Banking Services Ltd.,,1.57,1.57,1.61,16.03,16.03,0,3.97,2.31,2.27,1.93,1.57,,58.18,57.05,48.51,39.49,9.78,14.14,7.35,0,0.2,,1.67,1.67,0,0,0,0,0,,62.06,3.52,6.05,5.45,0,1.35,5.45,0.07,,,,,
INDIACEM,India Cements Ltd.,,7.46,7.46,8.35,173.72,187.74,1,152.09,15.42,8.33,1.74,1.26,,10.13,5.47,1.14,0.82,0.72,2.83,0.33,0.57,0.42,,0.89,0.58,1.11,79.49,11.97,20.51,88.03,,"9,550.59",2.03,19.99,1.38,20.5,1.21,1.38,0.01,,,,,
INDIAGLYCO,India Glycols Ltd.,,92.18,92.18,116.72,488.27,488.27,7.5,924.77,90.08,65.54,110.26,92.18,,9.74,7.08,11.92,9.96,18.87,7.76,6.68,0.64,0.69,,0.99,0.58,2.57,6.5,5.14,93.5,94.86,,"3,996.10",1.4,14.33,1.09,93.49,2.07,1.09,0.09,,,,,
INDIAMART,Indiamart Intermesh Ltd.,,101.83,100.81,105.3,619.3,619.3,2,245.73,137.45,133.56,131.79,101.41,,55.93,54.35,53.63,41.26,16.37,17.67,10.44,0,0.27,,3.7,3.7,0,14.69,14.14,85.31,85.86,,"13,136.12",17.5,31.28,17.59,85.3,6.98,17.59,0.02,,,,,
INDIANB,Indian Bank,,32.38,32.38,36.47,301.08,350.95,6.5,311.99,31.67,,"9,762,133.68","991,086.25","246,917,035.63",,"67,752,782.39","6,878,501.48","1,713,694,641.50",,1.94,41.76,10.15,-7.64,0.58,10.52,2.49,43.03,5.78,1.02,-0.44,1.62,3.29,,"605,862.60",15.59,0.51,0.49,79.47,0.21,,,,,,
INDIANCARD,Indian Card Clothing Ltd.,,322.07,322.07,329.23,444.61,444.61,25,93.47,13.26,6.1,373.71,322.07,,14.18,6.52,399.8,344.55,72.43,1.27,64.69,0.07,0.27,,19.82,19.18,2.39,0,0,0,0,,-0.2,0,-0.03,3.02,0,0.63,3.02,1.14,,,,,
INDIANHUME,Indian Hume Pipe Company Ltd.,,11.93,11.93,15.53,134.21,134.21,2,313.83,31.78,28.18,16.1,11.93,,10.12,8.98,5.12,3.8,8.88,18.7,2.92,0.9,0.78,,1.33,1.27,0.56,16.76,12.88,83.24,87.12,,"1,405.54",0.92,9.13,0.57,83.23,1.33,0.57,0.07,,,,,
INDIGO,Interglobe Aviation Ltd.,,-160.25,-160.25,-28.64,-156.81,-156.81,0,673.08,32.57,-98.97,-160.18,-160.18,,4.83,-14.7,-23.79,-23.79,0,-16.24,-13.45,-0.65,0.58,,0.9,0.88,0,0,0,0,0,,"71,345.53",2.75,56.86,2.99,0,-12.84,2.99,-0.08,,,,,
INDNIPPON,India Nippon Electricals Ltd.,,17.8,17.8,23.48,218.21,218.21,6.25,250.32,28.68,23,22.79,17.8,,11.45,9.18,9.1,7.11,8.15,9.98,6.39,0,0.93,,3.04,2.58,8.51,35.11,26.61,64.89,73.39,,948.39,1.67,14.62,1.7,64.88,1.95,1.7,0.04,,,,,
INDOCO,Indoco Remedies Ltd.,,16.77,16.77,25.34,98.13,98.13,2.25,167.09,35.74,27.17,25.64,16.77,,21.38,16.26,15.34,10.03,17.08,23.6,10.38,0.27,1.1,,1.81,1.08,1.44,8.94,5.92,91.06,94.08,,"3,694.92",2.4,11.22,2.25,91.05,3.84,2.25,0.04,,,,,
INDORAMA,Indo Rama Synthetics (India) Ltd.,,10.27,10.27,11.46,22.95,22.95,0,149.41,11.91,10.72,8.35,10.27,,7.97,7.17,5.59,6.87,44.75,34.66,13.06,0.49,2.08,,0.81,0.39,6.27,0,0,0,0,,"1,999.69",0.51,6.43,0.44,0,2.86,0.44,0.16,,,,,
INDOTHAI,Indo Thai Securities Ltd.,,10.4,10.4,10.69,63.44,63.44,1,19.85,13.05,12.77,11.92,10.4,,65.76,64.33,60.03,52.4,16.39,19.81,9.65,0.03,0.21,,2.43,1.96,0,9.61,9.35,90.39,90.65,,351.06,17.68,26.89,20.03,90.38,6.27,20.03,0.03,,,,,
INDSWFTLAB,Ind-Swift Laboratories Ltd.,,-0.97,-0.97,20.94,72.91,105.77,0,165.22,39.49,17.59,1.34,-0.95,,23.9,10.64,0.8,-0.57,-1.3,7.06,-0.31,2.16,0.55,,3.19,1.87,1.37,0,0,0,0,,"1,331.33",1.35,5.64,0.4,0,0.91,0.4,-0.01,,,,,
INDSWFTLTD,Ind-Swift Ltd.,,-3.7,-3.7,2.23,-132.99,-132.99,0,73.43,12.72,6.8,-3.62,-3.7,,17.32,9.25,-4.92,-5.03,0,-42.9,-3.16,-1.42,0.61,,0.34,0.24,2.9,0,0,0,0,,"1,080.08",2.72,15.68,0.15,0,-0.08,0.15,-0.33,,,,,
INDTERRAIN,Indian Terrain Fashions Ltd.,,-0.54,-0.54,5.09,47.82,47.82,0,81.82,8.32,2.69,-1.88,-0.54,,10.16,3.28,-2.29,-0.65,-1.11,4.12,-0.46,0.25,0.72,,1.64,1.23,0,0,0,0,0,,243.94,0.73,7.14,0.59,0,1.01,0.59,-0.01,,,,,
INFIBEAM,Infibeam Avenues Ltd.,,0.26,0.26,0.48,10.29,10.29,0.05,4.36,0.54,0.32,0.32,0.26,,12.42,7.4,7.24,5.98,2.53,3.03,1.95,0,0.34,,1.25,1.25,0,18.98,10.32,81.02,89.68,,"5,070.16",4.34,34.95,4.44,81.01,1.88,4.44,0.01,,,,,
INFOBEAN,InfoBeans Technologies Ltd.,,11.51,11.41,13.95,84.02,84.02,1,65.75,16.46,14,13,11.49,,25.03,21.29,19.77,17.47,13.67,15.58,8.72,0,0.61,,0.71,0.71,0,26.03,21.44,73.97,78.56,,"1,741.31",10.96,43.76,11.05,73.96,8.65,11.05,0.02,,,,,
INFOMEDIA,Infomedia Press Ltd.,,-0.64,-0.64,-0.63,-9.39,-9.39,0,0,0,-0.01,-0.47,-0.64,,0,0,0,0,0,-0.63,-33.97,-0.73,0,,0.71,0.71,0,0,0,0,0,,61.91,0,0,0,0,-0.6,0,-0.11,,,,,
INFY,Infosys Ltd.,,50.27,50.21,56.26,164.78,164.78,31,247.12,73.83,68.05,67.75,50.49,,29.87,27.53,27.41,20.43,30.63,38.46,21.36,0,1.08,,2.1,2.1,0,59.8,53.66,40.2,46.34,,"789,898.32",7.6,25.44,7.72,40.19,11.57,7.72,0.03,,,,,
INGERRAND,Ingersoll Rand (India) Ltd.,,34.89,34.89,39.36,174.82,174.82,20,288.24,52.27,47.8,47,34.89,,18.13,16.58,16.3,12.1,19.95,26.98,12.83,0.01,1.19,,2.4,1.86,4.5,8.59,7.62,91.41,92.38,,"4,753.02",5.22,28.8,5.54,91.4,9.14,5.54,0.02,,,,,
INOXWIND,Inox Wind Ltd.,,-12.33,-12.33,-10.6,59.28,59.28,0,23.35,-9.08,-10.81,-19.07,-12.33,,-38.87,-46.29,-81.63,-52.8,-20.8,-10.21,-6.12,0.58,0.12,,1.13,0.86,0.69,0,0,0,0,,"3,125.08",6.03,-15.51,4.74,0,1.87,4.74,-0.11,,,,,
INSECTICID,Insecticides India Ltd.,,53.97,53.97,67.59,439.5,439.5,3,762.2,88.16,74.8,71.44,54.24,,11.56,9.81,9.37,7.11,12.34,16.65,7.67,0.06,1.07,,1.97,0.73,1.61,0,0,0,0,,"1,224.20",0.81,7.04,0.81,0,1.4,0.81,0.09,,,,,
INTELLECT,Intellect Design Arena Ltd.,,15.19,14.55,20.15,108.16,108.16,2.5,94.15,25,19.87,19.65,15.02,,26.55,21.1,20.87,15.95,13.88,18.32,9.35,0,0.65,,1.98,1.98,0,0,0,0,0,,"12,668.09",10,37.66,10.06,0,8.76,10.06,0.02,,,,,
