Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
KHANDSE,Khandwala Securities Ltd.,,,11.94,11.94,8.79,8.79,20.73,,6.46,0,0.05,0.19,6.71,,0,20.04,0.42,0,20.46,47.89,,,5.1,0.09,0,0,5.2,3.93,0.27,15.75,3.62,28.76,,0.06,0,4.7,8.97,5.32,0.08,19.14,47.89,,,0.05,,0,0,0,0,,0,,--,,--,1.14,,5.8,,--,3.38,,--,0.06
KICL,Kalyani Investment Company Ltd.,,,4.37,4.37,"5,181.07","5,181.07","5,185.44",,0,58.49,0.63,0,59.13,,0,0.11,0.93,0,1.04,"5,245.60",,,0.33,0,0,0,0.33,0,0,0,0.01,0.35,,"5,159.58",0,0,85.63,0,0.05,"5,245.25","5,245.60",,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,"5,159.58"
KILITCH,Kilitch Drugs (India) Ltd.,,,15.58,15.58,162.09,162.09,178.03,,0,0,0,0.28,0.28,,20.33,27.77,4.87,1.01,53.99,232.29,,,13.95,0.23,0,0,14.18,70.15,1.51,46.6,2.14,134.57,,47.23,5,41.42,2.45,0,1.61,97.72,232.29,,,0.76,,0,0,0,0,,5.85,,--,,--,50.88,,0.06,,--,69.14,,--,47.23
KINGFA,Kingfa Science & Technology Ltd.,,,12.11,12.11,372.48,372.48,384.59,,16.88,2.32,5.33,0,24.52,,24.08,426.96,15.71,0.82,467.58,876.68,,,125.53,0.01,127.29,0,252.82,0,0,0,14.92,267.74,,0,261,282.86,29.42,0,35.67,608.94,876.68,,,63.87,,0,0,0,0,,276,,--,,--,15.35,,--,,--,--,,--,--
KIOCL,KIOCL Ltd.,,,607.75,607.75,"1,535.89","1,535.89","2,143.64",,9,0,199.75,0,208.75,,0,133.51,152.2,22.67,308.38,"2,660.77",,,276.26,0.95,111.38,0,573,0,6.51,2.49,36.73,618.74,,0,345.75,291.86,"1,107.58",0.82,296.02,"2,042.03","2,660.77",,,"1,024.93",,0,0,0,0,,86.45,,--,,"1,846.06",--,,--,,--,--,,--,--
KIRIINDUS,Kiri Industries Ltd.,,,51.83,51.83,573.18,573.18,625.01,,26.71,0,3.01,4,33.72,,69.15,260.65,65.56,2.54,397.9,"1,056.64",,,506.17,0.05,59,0,565.22,140.28,15.31,0,90.9,811.7,,0,115.83,103.4,5.95,2.98,16.77,244.93,"1,056.64",,,54.08,,0,0,0,0,,48.61,,--,,207.94,--,,5.18,,--,140.25,,--,--
KIRLOSENG,Kirloskar Oil Engines Ltd.,,,28.92,28.92,"2,110.54","2,110.54","2,139.46",,34.17,14.59,37.44,35.47,121.67,,62.6,509.84,108.49,70.16,751.09,"3,012.22",,,379.43,70.8,20.56,0,489.56,"1,105.17",0,0.06,55.69,"1,650.48",,567.04,303.08,394.54,31.44,0.04,65.6,"1,361.74","3,012.22",,,137.85,,0,0,0,0,,92.24,,--,,--,282.71,,--,,--,"1,105.17",,--,567.04
KIRLOSIND,Kirloskar Industries Ltd.,,,9.78,9.78,"1,590.43","1,590.43","1,614.23",,10.75,0.54,3.64,5.85,20.78,,0,0,5.7,0,5.7,"1,640.71",,,21.34,0.07,0,17.6,39.01,217.32,0,0,14.46,270.79,,"1,185.95",0.01,0.28,14.2,139.65,29.83,"1,369.92","1,640.71",,,12.31,,0,0,0,0,,0,,--,,--,--,,4.85,,--,--,,"1,184.41",1.94
KITEX,Kitex Garments Ltd.,,,6.65,6.65,848.08,848.08,854.73,,0,5.79,3.56,9.82,19.17,,73.07,61.61,24.12,3.54,162.34,"1,036.24",,,150.87,0.99,11.62,0,163.48,32.99,0,89.39,59.19,345.05,,0,154.53,314.15,132.99,0,89.51,691.18,"1,036.24",,,63.75,,0,0,0,0,,73.27,,--,,--,622.96,,1.9,,0.02,32.97,,--,--
KKCL,Kewal Kiran Clothing Ltd.,,,61.63,61.63,416.57,416.57,478.19,,0,0,4.39,0.07,4.45,,76.6,53.43,30.3,100.13,260.46,743.11,,,84.43,0.28,0.88,1.29,86.89,27.3,0.36,0,15.54,130.09,,118.48,112.99,170.92,191.8,0,18.83,613.02,743.11,,,3.19,,0,1.28,1.28,0.37,,0.22,,--,,16.81,--,,52.3,,--,21.8,,--,118.48
KMSUGAR,KM Sugar Mills Ltd.,,,18.4,18.4,233.91,233.91,252.31,,26.1,6.55,2.59,4.79,40.03,,198.05,132.77,19,0.35,350.17,642.51,,,158.61,0.05,0.25,0,158.91,29.33,0,8.75,29.82,226.8,,0.26,383.36,14.91,8.94,0,8.24,415.72,642.51,,,110.51,,0,0,0,0,,0.41,,--,,--,--,,10.78,,--,29.33,,--,--
KOHINOOR,Kohinoor Foods Ltd.,,,37.07,37.07,-709.27,-550.42,-513.35,,2.95,0,0,0.87,3.83,,707.07,8.33,9.23,0.22,724.84,215.32,,,165.13,0,0,0,165.13,0,2.31,0,3.54,170.97,,0.11,7.09,11.26,1.43,0,24.45,44.34,215.32,,,147.81,,0,2.7,2.7,0.1,,0.17,,--,,60.19,--,,6.91,,--,--,,--,0.11
KOKUYOCMLN,Kokuyo Camlin Ltd.,,,10.03,10.03,229.37,229.37,239.4,,5.93,0,0.03,5.65,11.61,,64.54,47.55,24.67,0.89,137.65,388.66,,,146.62,2.29,0,0.03,149.6,13.7,0,0,7.81,171.11,,0,127.04,59.44,7.26,0,23.82,217.55,388.66,,,33.02,,0,0,0,0,,0.51,,--,,15.95,--,,3.63,,11.16,0.27,,--,--
KOTARISUG,Kothari Sugars and Chemicals Ltd.,,,82.89,82.89,137.12,137.12,220.01,,0.45,27.26,0.9,0,28.61,,55.52,77.3,8.41,4.47,145.69,394.3,,,151.54,0.1,0.51,1.08,153.23,0,0,0,6.08,159.31,,71.47,127.9,24.83,0.34,0,10.45,234.99,394.3,,,20.78,,0,0,0,0,,0.66,,--,,--,--,,--,,--,--,,--,0.05
KOTHARIPET,Kothari Petrochem Ltd.,,,59.19,59.19,96.64,96.64,155.83,,8.26,9.85,0.42,0,18.53,,2.73,32.85,11.21,1.89,48.67,223.02,,,76.06,0.81,18.29,15.84,111,0,0,0,5.52,116.52,,33.35,25.84,28.98,9.16,0.1,9.07,106.5,223.02,,,21.85,,0,0,0,0,,2.71,,--,,58.28,--,,--,,--,--,,--,33.35
KPITTECH,KPIT Technologies Ltd.,,,270.02,270.02,948.83,948.83,"1,218.84",,1.87,0.0,138.39,20.25,160.50,,0.72,57.92,246.76,39.47,344.86,"1,724.20",,,275.06,24.55,0.23,0.0,299.84,449.15,59.9,0.0,50.1,858.98,,100.45,0.00,266.06,448.14,0.0,50.57,865.22,"1,724.20",,,3.01,,0.0,0.0,0.0,0.0,,8.73,,--,,--,"1,103.57",,--,,--,449.15,,--,--
KRBL,KRBL Ltd.,,,23.54,23.54,"4,039.66","4,039.66","4,063.20",,0.0,130.15,50.49,9.25,189.89,,89.38,180.57,213.48,2.78,486.21,"4,739.30",,,906.29,1.72,1.92,3.29,913.65,4.27,0.0,0.04,227.31,"1,145.27",,20.79,"2,816.10",289.34,390.36,0.09,77.35,"3,594.03","4,739.30",,,97.02,,0.0,0.0,0.0,0.0,,135.47,,--,,--,"1,298.09",,--,,--,4.27,,20.79,--
KRIDHANINF,Kridhan Infra Ltd.,,,18.96,18.96,-297.47,-297.47,-278.51,,0,0,0.89,0.02,0.91,,21.5,4.4,332.73,0,358.63,81.03,,,20.47,0,0,0,20.47,50.96,0.29,0,0.24,71.96,,0.06,0,6.75,0.2,0.02,2.04,9.07,81.03,,,331.83,,0,0,0,0,,0,,--,,--,--,,--,,--,49.21,,--,0.06
KRISHANA,Krishana Phoschem Ltd.,,,29.64,29.64,186.2,186.2,221.03,,49.72,5.83,0.78,0.19,56.53,,19.08,20.93,12.19,0.02,52.22,329.78,,,84.61,0,92.35,0,176.96,0,0,0,18.19,195.15,,0,55.38,52.21,0.01,0.02,27,134.62,329.78,,,0.08,,0,0,0,0,,0,,--,,--,--,,6,,--,--,,--,--
KSCL,Kaveri Seed Company Ltd.,,,11.66,11.66,"1,282.62","1,282.62","1,294.28",,0.61,16.86,9.96,14.38,41.81,,0.48,227.17,298.32,0.9,526.87,"1,862.96",,,236.59,0.5,43.23,0,280.32,75.64,0,30.47,40.54,426.97,,464.2,831.77,71.71,14.46,0,53.86,"1,435.99","1,862.96",,,59.84,,0,0,0,0,,2.15,,--,,--,11.36,,2.08,,0.99,45.09,,--,366
KSL,Kalyani Steels Ltd.,,,21.86,21.86,"1,345.60","1,345.60","1,367.46",,189.52,21.44,6.34,4.88,222.19,,150,455.52,60.26,2.09,667.87,"2,257.52",,,358,0.42,154.33,0,512.75,147.46,0,0,39.76,699.97,,0,217.61,317.73,974.22,0,47.98,"1,557.54","2,257.52",,,222.93,,0,0,0,0,,351.37,,--,,--,41.2,,1.92,,--,147.46,,--,--
KTKBANK,Karnataka Bank Ltd.,,,311.17,311.17,458.95,"6,324.60","6,783.56","7,094.73","80,386.85","2,313.84","2,245.14","92,040.55",,"3,957.22",479.54,"22,041.00","56,783.14",818.16,"7,961.50","92,040.55",,877,"8,520.00",15.66,,12.65,3.01,,"2,250.82",4,"1,376.97",2.42,2.0,,"2,485.73","9,656.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAOPALA,La Opala RG Ltd.,,,22.2,22.2,718.29,718.29,740.49,,12.5,30.83,2.32,0.35,46,,1.49,19.13,38.06,1.25,59.93,846.43,,,119.26,0.07,108.34,0,227.67,184.49,0,0,7.23,419.4,,350.61,36.56,32.44,4.41,0,3.01,427.03,846.43,,,9.98,,10.51,0,0,14.83,,0.23,,--,,50.29,--,,17.75,,184.49,--,,--,350.61
LASA,Lasa Supergenerics Ltd.,,,40.67,40.67,107.96,107.96,148.63,,0,6.38,0,0.63,7,,0,15.82,21.82,5.93,43.57,199.21,,,117.62,4.47,4.58,0,126.67,0,0,0.61,0,127.28,,0,11.5,18.49,17.19,0.05,24.7,71.93,199.21,,,0,,0,0,0,0,,0,,--,,--,14.59,,--,,--,--,,--,--
LAURUSLABS,Laurus Labs Ltd.,,,107.47,107.47,"3,280.74","3,280.74","3,388.21",,549.67,70.23,96.53,69.79,786.22,,"1,069.99",849.23,499.1,15.78,"2,434.10","6,608.53",,,"2,175.68",10.55,755.03,0,"2,941.26",361.72,0,0,100.98,"3,403.96",,0,"1,688.70","1,269.15",40.56,88.75,117.41,"3,204.57","6,608.53",,,475.95,,0,0,0,0,,"1,317.00",,--,,--,"3,437.00",,73.97,,--,3.41,,--,--
LAXMIMACH,Lakshmi Machine Works Ltd.,,,10.68,10.68,"1,974.54","1,974.54","1,985.22",,0,23.24,426.64,0,449.88,,0,568.62,606.03,12.07,"1,186.71","3,621.82",,,668.07,13.15,5.37,0,686.59,255.29,0,0,891.8,"1,833.68",,265.8,497.46,322.51,461.37,0,241.01,"1,788.14","3,621.82",,,105.48,,0,0,0,0,,256.96,,--,,--,639.16,,9.65,,164.47,18.15,,--,265.8
LCCINFOTEC,LCC Infotech Ltd.,,,25.32,25.32,31.48,31.48,56.79,,0.32,0,0,0,0.32,,2.57,0.96,1.21,0,4.73,61.84,,,1.86,0,0,0,1.86,19.33,0,19.01,0.47,40.68,,0,0.11,19.64,0.23,0,1.19,21.17,61.84,,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,18.63,,--,--
LGBFORGE,LGB Forge Ltd.,,,23.82,23.82,15.51,15.51,39.33,,0.1,0,1.53,0.35,1.98,,11.69,26.91,4.9,0.11,43.61,84.91,,,19.52,0.63,0.1,0,20.24,0,0,0,1.61,21.86,,0,26.54,34.88,0.3,0.04,1.3,63.06,84.91,,,4.89,,0,0,0,0,,0.22,,--,,25.29,--,,--,,--,--,,--,--
LIBAS,Libas Consumer Products Ltd.,,,17.64,17.64,14.92,14.92,32.56,,0,0.18,1.34,0.88,2.4,,9.68,12.61,0.71,0.08,23.08,58.05,,,1.49,0,0,0,1.49,0.62,0,0,7.84,9.94,,0,29.08,17.06,0.72,0,1.25,48.11,58.05,,,1.8,,0,0,0,0,,0,,--,,--,--,,3.75,,--,--,,--,--
LIBERTSHOE,Liberty Shoes Ltd.,,,17.04,17.04,171.96,171.96,189,,9.82,0,79.35,1.06,90.23,,55.35,79.39,16.5,1.36,152.6,431.83,,,75.92,60.42,0.02,0,136.35,0,0,0,7.45,143.8,,0,167.95,96.08,3.42,1.46,19.1,288.03,431.83,,,9.29,,9.78,0,0,2.23,,1.04,,--,,30.17,--,,8.52,,--,0,,--,--
LICHSGFIN,LIC Housing Finance Ltd.,,,110.08,110.08,"24,561.76","24,561.76","24,671.84",,"147,210.93",0,351.08,169.98,"147,731.99",,"76,447.22",64.3,"5,652.11",0,"82,163.63","254,567.46",,,264.38,21.75,0.04,0,287.62,0,"1,368.07",0,276.32,"1,932.01",,"6,198.60",0,0,937.39,"245,296.33",203.13,"252,635.45","254,567.46",,,32.73,,0,0,0,0,,1.39,,--,,--,--,,--,,--,--,,--,"6,198.60"
LINC,Linc Ltd.,,,14.87,14.87,127.98,127.98,142.85,,0,3.53,0.13,1.93,5.59,,2.99,40.24,9.9,0.05,53.17,201.62,,,80.88,0.03,0.24,0,82.15,0,0,0,5.49,87.64,,0,64.61,34.13,0.2,0,15.04,113.98,201.62,,,11.05,,0,0,0,0,,72.9,,--,,--,62.42,,--,,--,--,,--,--
LINCOLN,Lincoln Pharmaceuticals Ltd.,,,20.03,20.03,412.85,412.85,432.88,,0,6.45,4.54,0,10.99,,2.04,71.42,14.12,2.66,90.24,534.11,,,131.5,0.38,16.05,0,147.93,0.05,0,26.84,6.73,181.56,,96.81,72.74,115.04,18.43,31.78,17.76,352.56,534.11,,,2.47,,0,0,0,0,,12.25,,--,,--,269.49,,--,,--,0.05,,--,96.81
LOKESHMACH,Lokesh Machines Ltd.,,,17.9,17.9,131.35,131.35,149.25,,24.01,7.31,0,4.4,35.71,,62.92,27.81,18.48,0,109.21,294.17,,,116.58,0.32,6.97,0,123.88,1.5,0,0,11.26,136.64,,0,98.28,43.84,5.2,0,10.21,157.53,294.17,,,44.18,,0,0,0,0,,0,,--,,--,14.68,,--,,--,1.5,,--,--
LOTUSEYE,Lotus Eye Care Hospital Ltd.,,,20.8,20.8,33.81,33.81,54.61,,0,0,0.89,0.35,1.24,,0,3.19,2.56,0,5.75,61.6,,,43.95,0.12,0,0,44.07,0,0.52,0,4.14,48.73,,0,2.31,0.62,8.85,0,1.09,12.86,61.6,,,0.9,,0,0,0,0,,0,,--,,--,--,,3.45,,--,--,,--,--
LOVABLE,Lovable Lingerie Ltd.,,,14.8,14.8,157.65,157.65,172.45,,0.05,9.08,0,2.31,11.44,,2.11,11.92,3.44,0.64,18.11,202,,,20.2,2.93,0,0,23.13,85.86,0,3.5,14.22,126.71,,0,45.72,19.21,0.62,4.91,4.83,75.29,202,,,1.95,,0,0,0,0,,0,,--,,--,--,,9.75,,--,85.86,,--,--
LTTS,L&T Technology Services Ltd.,,,21.1,21.1,"3,941.90","3,941.90","3,981.60",,0,79.1,417.2,0,496.3,,0,125.4,913.9,191.1,"1,230.40","5,708.30",,,603.9,410.5,9.9,0,"1,024.30",293.7,0,0,370.2,"1,688.20",,"1,353.60",0,"1,583.40",616.7,0,466.4,"4,020.10","5,708.30",,,185,,0,0,0,0,,"2,461.60",,--,,--,"5,313.00",,--,,--,207.6,,"1,353.60",--
LUMAXIND,Lumax Industries Ltd.,,,9.35,9.35,413.36,413.36,422.71,,58.34,12.5,35.43,38.59,144.85,,305.65,474.06,98.77,6.46,884.94,"1,452.49",,,693.16,17.27,47.84,0.72,759.18,7.63,0,0.6,73.63,841.04,,0.26,264.35,232.14,15.7,1.12,97.88,611.46,"1,452.49",,,129.87,,0,0,0,0,,340.23,,--,,--,39.2,,3.95,,--,7.63,,0.26,--
LUXIND,Lux Industries Ltd.,,,6.26,6.26,"1,310.24","1,310.24","1,316.50",,13.89,3.62,14.51,7.19,39.21,,285.9,277.72,51.32,1.15,616.09,"1,971.80",,,230.94,0.01,33.77,0,264.72,0.19,0,0,20.91,285.82,,61.58,814.92,636.28,68.94,0,104.26,"1,685.98","1,971.80",,,57.04,,0,0,0,8.18,,5.66,,--,,158.68,--,,--,,--,0.19,,--,50
LYPSAGEMS,Lypsa Gems and Jewellery Ltd.,,,29.48,29.48,2.33,2.33,31.81,,0,0.29,0,0,0.29,,13.39,39.25,1.09,0,53.73,85.83,,,3.42,0,0,0,3.42,0,0,0.18,0,3.6,,0.07,1.26,80.33,0.56,0,0,82.23,85.83,,,0,,0,0,0,0,,0,,--,,--,--,,22.46,,--,--,,--,0.07
MAANALU,Maan Aluminium Ltd.,,,13.52,13.52,70.85,70.85,84.37,,3.24,2.69,0.51,0.44,6.87,,61.66,11.37,6.24,0.93,80.2,171.44,,,45.33,0,0.39,0,45.72,0.01,0,0,1.23,46.96,,0,37.19,72.66,1.51,0,13.12,124.48,171.44,,,4.91,,13.31,0,0,0,,0.09,,--,,157.44,--,,10.14,,--,0.01,,--,--
MADHAV,Madhav Marbles and Granites Ltd.,,,8.95,8.95,127.52,127.52,136.47,,0.71,2.46,0.19,0.02,3.38,,4.09,4.34,5,0,13.43,153.28,,,29.19,0,0.29,0,29.48,2.03,0,35.26,27.88,94.65,,0,29.25,14.01,2.5,0.03,12.84,58.63,153.28,,,44,,0,0.23,0.23,0.51,,0.29,,--,,50.24,--,,--,,--,2.03,,--,--
MADHUCON,Madhucon Projects Ltd.,,,7.4,7.4,521.91,521.91,529.31,,0,0,86.55,1.14,87.69,,715.96,588.23,443.32,105.98,"1,853.50","2,470.50",,,38.16,0,0,0,38.16,"1,488.38",25.68,257.68,494.46,"2,304.37",,0,3.82,12.39,10.58,0,139.34,166.13,"2,470.50",,,308.08,,0,0,0,0,,0,,--,,--,--,,--,,0.06,"1,488.38",,--,--
MADRASFERT,Madras Fertilizers Ltd.,,,162.14,162.14,-667.53,-667.53,-505.39,,8.9,25.17,42.16,0,76.23,,"1,726.00",308.74,305.32,0,"2,340.06","1,910.90",,,189.14,0,13.76,1.22,204.12,250.5,0,14.47,17.98,487.07,,0,283.74,983.64,31.81,0.29,124.35,"1,423.83","1,910.90",,,666.3,,45.63,0,0,0,,0,,--,,--,--,,--,,--,250.5,,--,--
MAGADSUGAR,Magadh Sugar & Energy Ltd.,,,14.09,14.09,584.23,584.23,598.32,,137.82,37.9,1.22,0.95,177.89,,498.12,39.44,27.65,6.51,571.72,"1,347.92",,,806.59,0.11,0.88,0,807.61,0.01,0,0,2.33,809.95,,0,472.36,48.79,0.44,0.3,16.08,537.97,"1,347.92",,,56.9,,0,0,0,0,,0,,--,,--,--,,4.03,,--,0.01,,--,--
MAGNUM,Magnum Ventures Ltd.,,,37.6,37.6,-88.77,-88.77,-51.17,,180.73,18.81,20.23,5.17,224.94,,92.88,31.89,13.88,2.55,141.2,314.97,,,211.33,0.07,0,0,211.4,0,0,0,1.77,213.16,,0,32.91,55.54,5.26,6.2,1.9,101.8,314.97,,,0,,75.37,0,0,0,,0,,--,,--,15.23,,0.78,,--,--,,--,--
MAHABANK,Bank of Maharashtra,,,"6,730.50","6,730.50","1,576.97","5,577.41","7,154.37","13,884.87","202,294.29","7,746.74","6,685.46","230,611.37",,"19,721.93",194.05,"68,589.97","131,170.44","2,241.66","8,693.33","230,611.37",,"2,022.00","12,721.00",16.48,,12.38,4.1,,"5,327.21",4,"1,276.57",0.97,1.0,,"5,819.51","30,613.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHASTEEL,Mahamaya Steel Industries Ltd.,,,16.43,27.6,107.08,107.08,134.68,,14.9,7.34,0,0.64,22.88,,19.23,5.76,12.51,4.95,42.46,200.02,,,59.63,0,0,0,59.63,25.51,0,0,21.19,106.32,,0,46.6,21.24,15.04,0,10.82,93.7,200.02,,,12.86,,0,0,0,0,,0.1,,--,,--,--,,--,,--,25.51,,--,--
MAHESHWARI,Maheshwari Logistics Ltd.,,,29.6,29.6,124.99,124.99,154.59,,90.36,7.24,2.12,0,99.71,,84.27,77.99,13.3,0,175.56,429.86,,,106.36,1.53,13.03,1.94,124.37,2.24,0,0,26.28,152.9,,0,89.23,133.85,16.15,1.19,36.55,276.96,429.86,,,15.08,,0,0,0,0,,0,,--,,--,--,,23.72,,--,2.24,,--,--
MAHSCOOTER,Maharashtra Scooters Ltd.,,,11.43,11.43,"22,841.52","22,841.52","22,852.95",,0,"1,834.40",0.31,2.9,"1,837.61",,0,0.51,6.54,0.93,7.98,"24,698.54",,,12.51,0,0,0,12.51,"24,548.14",0,0.11,0.3,"24,561.06",,105.65,6.46,10.02,4.51,0,10.82,137.47,"24,698.54",,,4.92,,0,0,0,0,,0.05,,--,,--,0.83,,10.43,,"24,654.31",--,,--,--
MAITHANALL,Maithan Alloys Ltd.,,,29.11,29.11,"2,292.97","2,292.97","2,322.08",,0,24.47,3.54,2.99,31,,1.72,177.96,187.23,1.59,368.5,"2,721.58",,,159.47,0.42,0.25,0,160.14,32.96,0,77.93,54.46,325.49,,815.68,608.12,761.86,94.26,0,116.17,"2,396.09","2,721.58",,,6.09,,0,0,0,0,,"1,051.00",,--,,"2,226.34",--,,19.41,,5.82,27.14,,815.68,--
MALUPAPER,Malu Paper Mills Ltd.,,,17.06,17.06,0.19,0.19,17.25,,5.48,0,0,0.98,6.47,,97.13,32.54,2.04,0,131.71,155.43,,,71.17,0,0,0,71.17,0.11,7.69,0,0.44,79.41,,0,41.98,29.49,1.74,0,2.81,76.02,155.43,,,11.49,,32.49,0,0,0.07,,0,,--,,6.97,--,,--,,--,0.11,,--,--
MANAKALUCO,Manaksia Aluminium Company Ltd.,,,6.55,6.55,109.74,109.74,116.29,,32.27,10.1,0,6.16,48.54,,94.35,82.33,30.63,0.05,207.35,372.18,,,99.44,0,5.78,0,105.23,0.01,0,0,3,108.24,,0,146.91,41.41,16.23,0.12,59.26,263.94,372.18,,,0,,0,0,0,0,,260.96,,--,,--,343.72,,--,,--,0,,--,--
MANAKCOAT,Manaksia Coated Metals & Industries Ltd.,,,6.55,6.55,103.37,103.37,109.92,,66.37,14.05,20.97,0.91,102.3,,94.9,136.53,34.04,0.04,265.51,477.74,,,126.94,0,40.16,0,167.1,9.82,0,0.34,0.52,177.79,,0,200.05,47.32,23.37,5.08,24.14,299.95,477.74,,,1.53,,0,0,0,0,,8.9,,--,,--,321.57,,--,,--,9.82,,--,--
MANAKSTEEL,Manaksia Steels Ltd.,,,6.55,6.55,250.91,250.91,257.46,,0.28,3.25,0.7,0.95,5.19,,7.06,8.94,10.23,0.74,26.96,289.61,,,39.22,0,5.02,0,44.23,54.9,0,0,24.22,123.35,,22.18,81.78,18.84,7.75,0,35.7,166.26,289.61,,,5.62,,0,0,0,0,,97.96,,--,,--,17.84,,--,,--,--,,--,--
MANAPPURAM,Manappuram Finance Ltd.,,,169.28,169.28,"7,759.84","7,759.84","7,942.88",,"7,803.88",0,97.99,54.92,"7,956.79",,"10,122.09",108.56,840.29,0,"11,070.93","26,970.59",,,873.23,18.78,10.7,0,902.72,0,74.66,0,94.52,"1,071.90",,"1,215.47",0,0,"1,758.46","22,719.67",205.1,"25,898.70","26,970.59",,,43.1,,0,0,0,0,,2.06,,--,,--,--,,122.91,,--,--,,--,"1,215.47"
MANGALAM,Mangalam Drugs & Organics Ltd.,,,15.83,15.83,134.73,134.73,150.56,,25.1,13.49,9.15,0,47.75,,47.1,54.55,25.2,3.27,130.11,328.43,,,126.62,8.35,0.18,0,140.67,0,0,0,5.28,145.96,,0,117.11,46.49,1.95,0.04,16.88,182.47,328.43,,,6.26,,214.79,0,0,0,,0.23,,--,,--,140.65,,5.57,,--,0,,--,--
MANGCHEFER,Mangalore Chemicals and Fertilisers Ltd.,,,118.55,118.55,564.52,564.52,683.07,,218.15,51.07,20.83,11.35,301.4,,"1,123.46",404.77,195.92,10.28,"1,734.44","2,718.90",,,571.54,1.08,317.39,0,890,0,0,0,19.03,909.03,,0,429.77,665.03,557.22,0,157.85,"1,809.87","2,718.90",,,167.26,,0,0,0,0,,"1,023.70",,--,,--,0.4,,--,,--,--,,--,0
MANGLMCEM,Mangalam Cement Ltd.,,,27.5,27.5,714.69,714.69,742.19,,362.97,58.29,63.69,31.16,516.11,,260.53,177.42,181.59,50.66,670.19,"1,928.49",,,"1,131.31",9.71,10.24,0,"1,151.27",0.23,0,0,81.11,"1,232.61",,104.27,203.33,36.62,153.45,17,181.21,695.88,"1,928.49",,,146.11,,0,0,0,0,,162.21,,--,,--,--,,--,,--,0.23,,--,104.27
MANINDS,Man Industries (India) Ltd.,,,29.59,29.59,909.06,909.06,940.15,,3.66,22.69,6.64,1.73,34.72,,53.16,749.98,38.16,5.71,847.01,"1,821.89",,,312.64,0,15.8,0,328.44,133.28,0,0,156.35,618.07,,0,305.46,539.85,237.02,6.98,114.51,"1,203.82","1,821.89",,,609.75,,0,0,0,0,,547.08,,--,,272.73,--,,--,,--,133.28,,--,0
MANUGRAPH,Manugraph Industries Ltd.,,,6.08,6.08,103.55,103.55,109.63,,0,14.41,0.09,8.66,23.15,,17.7,7.5,10.75,1.2,37.15,169.94,,,90.71,1.17,0,0,91.88,0.29,0,1.52,9.49,103.18,,0,50.77,1.13,8.35,0.51,5.99,66.75,169.94,,,11.29,,0,0,0,0,,1.64,,--,,--,21.66,,--,,0,0.29,,--,--
MARALOVER,Maral Overseas Ltd.,,,41.51,41.51,124.1,124.1,165.6,,66.88,4.7,35.86,3.64,111.07,,150.17,111.14,50.22,1.33,312.87,589.54,,,172.55,2.35,3.21,0.05,178.17,0,0,0.43,15.53,194.12,,0.75,201.04,109.29,6.69,0.64,77.01,395.42,589.54,,,142.69,,0,0,0,0,,33.5,,--,,516.48,--,,--,,--,--,,0.75,0
MARICO,Marico Ltd.,,,129,129,"2,893.00","2,893.00","3,049.00",,0,0,89,0,89,,95,"1,000.00",247,16,"1,358.00","4,496.00",,,621,25,27,21,694,731,171,4,92,"1,692.00",,641,"1,093.00",555,295,4,216,"2,804.00","4,496.00",,,722,,0,0,0,0,,176.68,,--,,--,509.9,,120.01,,--,170,,--,641
